match_id;team;opponent;player;type;situation;body_part;xg;xgot;time;goalkeeper;player_x;player_y;block_x;block_y;goal_x;goal_y;goal_z
14083292;Real Sociedad;Elche;Jon Gorrotxategi;miss;assisted;assisted;0.029847022145987;0.0;73;Iñaki Peña;21.9;64.2;0.0;0.0;0;17.8;44.4
14083292;Elche;Real Sociedad;Germán Valera;block;assisted;assisted;0.14942805469036;0.0;71;Álex Remiro;4.5;38.5;2.5;42.8;0;51.7;19.0
14083292;Real Sociedad;Elche;Mikel Oyarzabal;miss;fast-break;fast-break;0.22007724642754;0.0;69;Iñaki Peña;14.4;49.1;0.0;0.0;0;58.2;44.4
14083292;Elche;Real Sociedad;Aleix Febas;save;assisted;assisted;0.024797582998872;0.033602427691221;60;Álex Remiro;18.7;29.5;1.9;47.1;0;48.6;13.3
14083292;Elche;Real Sociedad;Álvaro Rodriguez;save;assisted;assisted;0.033532612025738;0.51552563905716;55;Álex Remiro;22.8;59.5;1.8;50.9;0;54.2;1.3
14083292;Real Sociedad;Elche;Beñat Turrientes;miss;regular;regular;0.029875239357352;0.0;51;Iñaki Peña;24.3;66.1;0.0;0.0;0;37.6;72.2
14083292;Elche;Real Sociedad;André Silva;save;assisted;assisted;0.46565473079681;0.3543564081192;50;Álex Remiro;7.0;62.0;3.6;56.5;0;48.1;19.0
14083292;Elche;Real Sociedad;André Silva;goal;regular;regular;0.055704317986965;0.74892616271973;42;Álex Remiro;9.3;37.7;0.0;0.0;0;45.8;5.7
14083292;Real Sociedad;Elche;Sergio Gómez;miss;assisted;assisted;0.074059374630451;0.0;40;Iñaki Peña;15.0;34.5;0.0;0.0;0;45.9;80.6
14083292;Real Sociedad;Elche;Mikel Oyarzabal;goal;regular;regular;0.66196298599243;0.98892259597778;37;Iñaki Peña;20.0;54.8;0.0;0.0;0;50.3;1.3
14083292;Real Sociedad;Elche;Sergio Gómez;block;assisted;assisted;0.020519064739347;0.0;33;Iñaki Peña;11.0;29.1;9.6;31.6;0;52.0;19.0
14083292;Real Sociedad;Elche;Luka Sučić;goal;fast-break;fast-break;0.30201843380928;0.88225996494293;24;Iñaki Peña;10.7;57.5;0.0;0.0;0;53.1;3.8
14083292;Elche;Real Sociedad;Grady Diangana;miss;assisted;assisted;0.10027098655701;0.0;16;Álex Remiro;8.8;56.2;0.0;0.0;0;35.3;8.3
14083292;Elche;Real Sociedad;Germán Valera;miss;assisted;assisted;0.082448221743107;0.0;16;Álex Remiro;14.4;37.4;7.7;51.8;0;29.9;1.4
14083292;Elche;Real Sociedad;André Silva;save;assisted;assisted;0.31353977322578;0.40196454524994;9;Álex Remiro;9.6;41.2;1.4;48.9;0;47.7;7.0
14083292;Elche;Real Sociedad;André Silva;miss;corner;corner;0.012432692572474;0.0;5;Álex Remiro;25.0;14.3;0.0;0.0;0;57.0;11.1
14083292;Elche;Real Sociedad;Grady Diangana;miss;assisted;assisted;0.0212437864393;0.0;2;Álex Remiro;18.9;27.7;0.0;0.0;0;39.0;5.6
